ERAID,Rank,Title,FoR1,FoR1 Name,FoR2,FoR2 Name,FoR3,FoR2 Name,ISSN1,ISSN2,ISSN3,ISSN4
9,B,Acta Mathematica Sinica,0101,Pure Mathematics,,,,,1439-8516,0583-1431,1439-7617,
32188,C,Acta Mathematica Universitatis Ostraviensis,0101,Pure Mathematics,,,,,1214-8148,1211-4774,,
10,C,Acta Mathematica Vietnamica,0101,Pure Mathematics,,,,,0251-4184,,,
433,C,Acta Mathematicae Applicatae Sinica English Series,0102,Applied Mathematics,,,,,0168-9673,1618-3932,,
3655,B,Acta Mechanica,09,Engineering,01,Mathematical Sciences,,,0001-5970,1619-6937,,
3656,B,Acta Mechanica Sinica,0913,Mechanical Engineering,,,,,0567-7718,1614-3116,0459-1879,
4860,C,Acta Mechanica Solida Sinica,0912,Materials Engineering,0913,Mechanical Engineering,0905,Civil Engineering,0894-9166,1860-2134,,
44378,C,"Acta medica (Hradec Kralove) / Universitas Carolina, Facultas Medica Hradec Kralove",11,Medical and Health Sciences,,,,,1211-4286,,,
44379,C,Acta Medica Bulgarica: Medicine and Physical Culture,11,Medical and Health Sciences,,,,,0324-1750,,,
44380,C,Acta Medica Croatica,11,Medical and Health Sciences,,,,,1330-0164,,,
44381,C,Acta Medica et Biologica,1103,Clinical Sciences,,,,,0567-7734,,,
44382,C,Acta medica Indonesiana,1103,Clinical Sciences,,,,,0125-9326,,,
44383,C,Acta Medica Iranica,11,Medical and Health Sciences,,,,,0044-6025,,,
44384,C,Acta Medica Mediterranea,1102,Cardiovascular Medicine and Haematology,1103,Clinical Sciences,,,0393-6384,,,
44385,C,Acta Medica Nagasakiensia,1103,Clinical Sciences,,,,,0001-6055,,,
15290,C,Acta Medica Okayama,11,Medical and Health Sciences,,,,,0386-300X,,,
44386,C,Acta Medica Portuguesa,11,Medical and Health Sciences,,,,,0870-399X,,,
44387,C,Acta Metallurgica Sinica (English Letters),0914,Resources Engineering and Extractive Metallurgy,,,,,1006-7191,,,
44388,C,Acta Meteorologica Sinica,0401,Atmospheric Sciences,,,,,0894-0525,,,
15052,C,Acta Microbiologica et Immunologica Hungarica,1108,Medical Microbiology,,,,,1217-8950,1588-2640,,
44389,C,Acta Microbiologica Hellenica,1103,Clinical Sciences,0605,Microbiology ,,,0438-9573,,,
4080,C,Acta Montanistica Slovaca,0914,Resources Engineering and Extractive Metallurgy,0403,Geology,,,1335-1788,,,
9835,B,Acta Mozartiana,1904,Performing Arts and Creative Writing,,,,,0001-6233,,,
9518,C,Acta Musei Moraviae. Supplementum: Folia Ethnographica,1601,Anthropology ,,,,,0862-1209,0323-0570,0425-4570,
9836,A,Acta Musicologica,1904,Performing Arts and Creative Writing,,,,,0001-6241,,,
44390,C,Acta Myologica,1102,Cardiovascular Medicine and Haematology,1103,Clinical Sciences,,,1128-2460,,,
44391,C,Acta Naturalia de l'Ateneo Parmense,0403,Geology,,,,,0392-419X,,,
6725,C,Acta Neophilologica,2005,Literary Studies,2103,Historical Studies,,,1509-1619,,,
36229,C,Acta Neurobiologiae Experimentalis,1701,Psychology,1109,Neurosciences,1702,Cognitive Science,0065-1400,1689-0035,,
42191,C,Acta Neurochirurgica. Supplementum,1103,Clinical Sciences,1109,Neurosciences,,,0065-1419,,,
15583,C,Acta Neurochirurgica: the European journal of neurosurgery,1103,Clinical Sciences,1109,Neurosciences,,,0001-6268,0942-0940,,
15584,C,Acta Neurologica Belgica,1103,Clinical Sciences,1109,Neurosciences,,,0300-9009,,,
15585,B,Acta Neurologica Scandinavica,1103,Clinical Sciences,,,,,0001-6314,1600-0404,,
44392,C,Acta Neurologica Taiwanica,1109,Neurosciences,1103,Clinical Sciences,,,1028-768X,,,
15586,B,Acta Neuropathologica,1103,Clinical Sciences,1109,Neurosciences,,,0001-6322,1432-0533,,
13122,C,Acta Neuropsychiatrica,17,Psychology and Cognitive Sciences,11,Medical and Health Sciences,,,0924-2708,1601-5215,,
13123,C,Acta Neuropsychologica,17,Psychology and Cognitive Sciences,11,Medical and Health Sciences,,,1730-7503,,,
11,A*,Acta Numerica,0103,Numerical and Computational Mathematics,0102,Applied Mathematics,,,0962-4929,1474-0508,,
15588,A,Acta Obstetricia et Gynecologica Scandinavica,1117,Public Health and Health Services,1114,Paediatrics and Reproductive Medicine,,,0001-6349,1600-0412,,
34494,C,Acta Oceanologica Sinica,0405,Oceanography,,,,,0253-505X,0253-4193,,
44393,C,Acta odontologica latinoamericana : AOL,1105,Dentistry,,,,,0326-4815,,,
32527,A,Acta Odontologica Scandinavica,1105,Dentistry,,,,,0001-6357,,,
3189,B,Acta Oecologica,0602,Ecology,,,,,1146-609X,1873-6238,,
44394,C,Acta Oeconomica,1401,Economic Theory,1503,Business and Management,1499,Other Economics,0001-6373,,,
44395,B,Acta of Bioengineering and Biomechanics,0903,Biomedical Engineering ,1106,Human Movement and Sports Science,1103,Clinical Sciences,1509-409X,,,
15589,B,Acta Oncologica,1112,Oncology and Carcinogenesis,,,,,0284-186X,1651-226X,,
8705,C,Acta Onomastica,2004,Linguistics,,,,,1211-4413,,,
15590,C,Acta Ophthalmologica Scandinavica,1113,Ophthalmology and Optometry,1103,Clinical Sciences,1109,Neurosciences,1755-375X,1755-3768,1395-3907,
9837,B,Acta Organologica,1904,Performing Arts and Creative Writing,,,,,0567-7874,,,
21118,B,Acta Orientalia,MD,Multidisciplinary,,,,,0001-6438,1600-0439,,
6726,B,Acta Orientalia Academiae Scientiarum Hungaricae,MD,Multidisciplinary,,,,,0001-6446,1588-2667,,
2784,C,Acta Ornithologica,0608,Zoology,,,,,0001-6454,,,
15591,A,Acta Orthopaedica,1103,Clinical Sciences,0903,Biomedical Engineering ,,,1745-3674,1745-3682,0001-6470,
44396,C,Acta orthopaedica et traumatologica turcica,1103,Clinical Sciences,,,,,1017-995X,,,
44397,C,Acta Ortopedica Brasileira,1103,Clinical Sciences,1199,Other Medical and Health Sciences,,,1413-7852,,,
15594,C,Acta Oto-Laryngologica,1103,Clinical Sciences,,,,,0001-6489,1651-2553,,
44398,C,Acta Otorhinolaryngologica Italica,1103,Clinical Sciences,,,,,0392-100X,,,
44399,C,Acta Otorrinolaringologica Espanola,1103,Clinical Sciences,,,,,0001-6519,,,
15595,B,Acta Paediatrica,1114,Paediatrics and Reproductive Medicine,,,,,0803-5253,1651-2227,,
44400,C,Acta Palaeobotanica,0403,Geology,0607,Plant Biology,,,0001-6594,,,
1762,B,Acta Palaeontologica Polonica,0403,Geology,,,,,0567-7920,1732-2421,,
1763,C,Acta Palaeontologica Sinica,0403,Geology,,,,,0001-6616,,,
15054,C,Acta Parasitologica,1108,Medical Microbiology,,,,,1230-2821,1896-1851,,
15539,C,Acta Pathologica et Microbiologica Scandinavica,1103,Clinical Sciences,1107,Immunology,1108,Medical Microbiology,0903-4641,1600-0463,,
31419,C,Acta Patristica et Byzantina,2204,Religion and Religious Studies,,,,,1022-6486,,,
44401,C,ACTA Paulista de Enfermagem,1110,Nursing,,,,,0103-2100,,,
44402,C,Acta Pediatrica Espanola,1114,Paediatrics and Reproductive Medicine,,,,,0001-6640,,,
44403,C,Acta Periodica Technologica,10,Technology,,,,,1450-7188,,,
14878,C,Acta Pharmaceutica,1115,Pharmacology and Pharmaceutical Sciences,,,,,1330-0075,,,
44404,C,Acta Pharmaceutica Hungarica,1115,Pharmacology and Pharmaceutical Sciences,,,,,0001-6659,,,
44405,C,Acta Pharmaceutica Sciencia,11,Medical and Health Sciences,03,Chemical Sciences,,,1307-2080,,,
14669,B,Acta Pharmacologica Sinica,1115,Pharmacology and Pharmaceutical Sciences,,,,,1671-4083,1745-7254,,
8293,B,Acta Philosophica Fennica,2203,Philosophy ,,,,,0355-1792,,,
36949,C,Acta Philosophica: rivista internazionale di filosofia,2203,Philosophy ,,,,,1121-2179,1825-6562,,
976,C,Acta Physica Hungarica. A. Heavy Ion Physics,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,,,1219-7580,1588-2675,,
939,C,"Acta Physica Polonica. Series A: General Physics, Physics of Condensed Matter, Optics and Quantum Electrodynamics",02,Physical Sciences,01,Mathematical Sciences,,,0587-4246,,,
940,C,"Acta Physica Polonica. Series B: Elementary Particle Physics, Nuclear Physics, Statistical Physics, Theory of Relativity, Field Theory",01,Mathematical Sciences,02,Physical Sciences,,,0587-4254,1509-5770,0001-673X,
941,C,Acta Physica Sinica,02,Physical Sciences,09,Engineering,01,Mathematical Sciences,1000-3290,1674-1056,1741-4199,1009-1963
40411,C,Acta Physica Slovaca: journal for experimental and theoretical physics,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,,,0323-0465,,,
44406,C,Acta Physico - Chimica Sinica,0306,Physical Chemistry (Incl. Structural),,,,,1000-6818,,,
2681,C,Acta Physiologiae Plantarum,0607,Plant Biology,,,,,0137-5881,1861-1664,,
14574,A,Acta Physiologica,1106,Human Movement and Sports Science,1116,Medical Physiology,,,1748-1708,1748-1716,0001-6772,
44407,C,Acta Physiologica Hungarica,11,Medical and Health Sciences,06,Biological Sciences,,,0231-424X,,,
14639,C,Acta Physiologica Pharmacologica et Therapeutica Latinoamericana,1115,Pharmacology and Pharmaceutical Sciences,1116,Medical Physiology,,,0327-6309,,,
3187,C,Acta Physiologica Sinica,0606,Physiology ,1116,Medical Physiology,,,0371-0874,,,
2785,C,Acta Phytopathologica et Entomologica Hungarica,0608,Zoology,,,,,0238-1249,1588-2691,,
44408,C,Acta Phytotaxonomica Sinica,0607,Plant Biology,,,,,0529-1526,,,
18698,B,Acta Politica: international journal of political science,1606,Political Science,,,,,0001-6810,1741-1416,,
6727,B,Acta Poloniae Historica,2103,Historical Studies,,,,,0001-6829,,,
14880,C,Acta Poloniae Pharmaceutica: drug research,1115,Pharmacology and Pharmaceutical Sciences,,,,,0001-6837,,,
11670,C,Acta Polono-Ruthenica,2005,Literary Studies,,,,,1427-549X,,,
4143,C,Acta Polytechnica Scandinavica.  Civil Engineering and Building Construction Series,0905,Civil Engineering,,,,,0355-2705,,,
20934,C,Acta Polytechnica: journal of advanced engineering,1201,Architecture,,,,,1210-2709,,,
7859,B,Acta Praehistorica et Archaeologica,2101,Archaeology,,,,,0341-1184,,,
2444,C,Acta Protozoologica,0605,Microbiology ,,,,,0065-1583,1689-0027,,
13124,C,Acta Psiquiatrica y Psicologica de America Latina,1103,Clinical Sciences,1702,Cognitive Science,,,0001-6896,,,
13062,A,Acta Psychiatrica Scandinavica,1103,Clinical Sciences,,,,,0001-690X,1600-0447,,
6057,A,Acta Psychologica,1701,Psychology,1702,Cognitive Science,,,0001-6918,1873-6297,,
15597,C,Acta Radiologica,1103,Clinical Sciences,,,,,0284-1851,1600-0455,,
44409,C,Acta Reumatologica Portuguesa,1103,Clinical Sciences,,,,,0303-464X,,,
5572,C,Acta Scientiae Veterinariae,0707,Veterinary Sciences,,,,,1678-0345,,,
44410,C,Acta Scientiarum - Biological Sciences,06,Biological Sciences,,,,,1679-9283,,,
44411,C,Acta Scientiarum - Health Sciences,1103,Clinical Sciences,,,,,1679-9291,,,
44412,C,Acta Scientiarum Naturalium Universitatis Normalis Hunanensis,MD,Multidisciplinary,,,,,1000-2537,,,
20935,C,Acta Scientiarum Polonorum. Administratio Locorum,1201,Architecture,,,,,1644-0749,,,
20936,C,Acta Scientiarum Polonorum. Architectura,1201,Architecture,,,,,1644-0633,,,
3386,C,Acta Scientiarum Polonorum. Biotechnologia,10,Technology,06,Biological Sciences,,,1644-065X,,,
5410,C,Acta Scientiarum Polonorum. Hortorum Cultus,0706,Horticultural Production,,,,,1644-0692,,,
5573,C,Acta Scientiarum Polonorum. Medicina Veterinaria,0707,Veterinary Sciences,,,,,1644-0676,,,
5770,C,Acta Scientiarum Polonorum. Piscaria,0704,Fisheries Sciences,,,,,1644-0706,,,
5694,C,Acta Scientiarum Polonorum. Silvarum Colendarum Ratio et Industria Lignaria,0705,Forestry Sciences,,,,,1644-0722,,,
9680,C,Acta Scientiarum Polonorum. Technologia Alimentaria,0908,Food Sciences,,,,,1644-0730,,,
44413,C,Acta Seismologica Sinica,0404,Geophysics,,,,,0253-3782,,,
44414,C,Acta Seismologica Sinica English Edition,0404,Geophysics,,,,,1000-9116,,,
34897,C,Acta Slavica Iaponica,2103,Historical Studies,,,,,0288-3503,,,
2682,C,Acta Societatis Botanicorum Poloniae,0607,Plant Biology,,,,,0001-6977,,,
2786,C,Acta Societatis Zoologicae Bohemicae,0608,Zoology,,,,,1211-376X,,,
30292,A,Acta Sociologica,1608,Sociology,,,,,0001-6993,1502-3869,,
32528,C,Acta Stomatologica Croatica,1105,Dentistry,,,,,0001-7019,1846-0410,,
32529,C,Acta Stomatologica Naissi,1105,Dentistry,,,,,0352-5252,1820-1202,0354-7957,
40801,C,Acta Structilia,0905,Civil Engineering,,,,,1023-0564,,,
4518,C,Acta Technica CSAV,0906,Electrical and Electronic Engineering,,,,,0001-7043,,,
12609,B,Acta Theologica,2204,Religion and Religious Studies,,,,,1015-8758,,,
2787,C,Acta Theriologica,0608,Zoology,,,,,0001-7051,1509-4537,,
44415,C,Acta Toxicologica,1115,Pharmacology and Pharmaceutical Sciences,,,,,1731-6383,,,
15598,B,Acta Tropica,1103,Clinical Sciences,,,,,0001-706X,1873-6254,,
40114,C,Acta Turistica,1506,Tourism,,,,,0353-4316,,,
44416,C,Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,0701,"Agriculture, Land and Farm Management",,,,,1211-8516,,,
18242,C,"Acta Universitatis Bohemiae Meridionales: vedecky casopis pro ekonomiku, rizeni a obchod",14,Economics,,,,,1212-3285,,,
44417,C,Acta Universitatis Carolinae - Environmentalica,0502,Environmental Science and Management,,,,,0862-6529,,,
8294,C,Acta Universitatis Carolinae Philosophica et Historica,2203,Philosophy ,,,,,0567-8293,,,
44418,C,Acta Universitatis Carolinae. Medica. Monographia,1103,Clinical Sciences,,,,,0567-8250,,,
36525,B,Acta Universitatis Cibiniensis,0912,Materials Engineering,,,,,1221-4973,,,
32189,B,Acta Universitatis Szegediensis. Acta Scientiarum Mathematicarum,0101,Pure Mathematics,,,,,0001-6969,,,
44419,C,Acta Urologica Japonica,1103,Clinical Sciences,,,,,0018-1994,,,
5574,C,Acta Veterinaria,0707,Veterinary Sciences,,,,,0567-8315,,,
5575,C,Acta Veterinaria Brno,0707,Veterinary Sciences,1115,Pharmacology and Pharmaceutical Sciences,,,0001-7213,1801-7576,,
5486,B,Acta Veterinaria Hungarica,0707,Veterinary Sciences,,,,,0236-6290,1588-2705,,
5487,B,Acta Veterinaria Scandinavica,0707,Veterinary Sciences,0702,Animal Production,0799,Other Agricultural and Veterinary Sciences,0044-605X,1751-0147,,
11671,C,Acta Victoriana,2005,Literary Studies,,,,,0700-8406,,,
2445,C,Acta Virologica: international journal,0605,Microbiology ,1108,Medical Microbiology,,,0001-723X,1336-2305,,
3040,C,Acta Zoologica,0608,Zoology,,,,,0001-7272,1463-6395,,
3046,C,Acta Zoologica Cracoviensia,0608,Zoology,,,,,0065-1710,1734-915X,,
3047,C,Acta Zoologica Fennica,0608,Zoology,,,,,0001-7299,,,
3048,C,Acta Zoologica Taiwanica,0608,Zoology,,,,,1019-5858,,,
44420,C,Actas Dermo-Sifiliograficas,11,Medical and Health Sciences,,,,,0001-7310,,,
13125,C,Actas Espanolas de Psiquiatria,1103,Clinical Sciences,,,,,1139-9287,1578-2735,,
42195,C,Actas Espanolas de Psiquiatria. Monografias,1103,Clinical Sciences,,,,,1575-071X,,,
44421,C,Actas Urologicas Espanolas,1103,Clinical Sciences,,,,,0210-4806,,,
34896,B,Actes de la Recherche en Sciences Sociales,2103,Historical Studies,,,,,0335-5322,1955-2564,,
11956,C,Actes de Lecture,2005,Literary Studies,,,,,0758-1475,,,
30256,C,Actes de l'Histoire de l'Immigration (Print Edition),1603,Demography ,,,,,1630-7356,,,
10222,C,Action Criticism and Theory for Music Education,1302,Curriculum and Pedagogy ,,,,,1545-4517,,,
20766,B,Action in Teacher Education,1303,Specialist Studies In Education,,,,,0162-6620,,,
36116,C,Action Learning and Action Research Journal,1503,Business and Management,,,,,1326-964X,,,
35690,C,Action Learning: research and practice,1303,Specialist Studies In Education,,,,,1476-7333,1476-7341,,
41365,C,Action Research,11,Medical and Health Sciences,,,,,1476-7503,1741-2617,,
35234,B,Action Research International,1503,Business and Management,1117,Public Health and Health Services,,,1445-6125,,,
4519,C,Active and Passive Electronic Components,0906,Electrical and Electronic Engineering,,,,,0882-7516,1563-5031,,
19324,B,Active Learning in Higher Education,1301,Education Systems ,,,,,1469-7874,1741-2625,,
44422,C,Actividad Dietetica,1111,Nutrition and Dietetics,,,,,1138-0322,,,
40865,C,"Activities, Adaptation and Aging: the journal of activities management",1106,Human Movement and Sports Science,1117,Public Health and Health Services,,,0192-4788,1544-4368,,
11672,C,Actual Virtual,2005,Literary Studies,,,,,1752-5624,,,
44423,C,Actualite Chimique,03,Chemical Sciences,,,,,0151-9093,,,
44424,C,Actualites Pharmaceutiques,1115,Pharmacology and Pharmaceutical Sciences,,,,,0515-3700,,,
44425,C,Actualites Pharmaceutiques Hospitalieres,1115,Pharmacology and Pharmaceutical Sciences,,,,,1769-7344,,,
44426,C,Actualizaciones en Anestesiologia y Reanimacion,1103,Clinical Sciences,,,,,1132-0095,,,
35979,C,Actuarial Research Clearinghouse,1502,"Banking, Finance and Investment",,,,,0732-5428,,,
36950,B,Actuel Marx,2203,Philosophy ,,,,,0994-4524,0718-0179,,
34141,C,Acupuncture and Electro-Therapeutics Research: the international journal,1104,Complementary and Alternative Medicine,,,,,0360-1293,,,
34127,C,Acupuncture in medicine,1104,Complementary and Alternative Medicine,,,,,0964-5284,,,
1285,C,Acustica United with Acta Acustica,0203,Classical Physics,,,,,1610-1928,1861-9959,1436-7947,0001-7884
44427,C,Acute Cardiac Care,1102,Cardiovascular Medicine and Haematology,,,,,1748-2941,,,
44428,C,Acute Medicine,1103,Clinical Sciences,,,,,1747-4884,,,
44429,C,Acute Pain,1103,Clinical Sciences,,,,,1366-0071,,,
40972,C,Ad Hoc Networks,1005,Communications Technologies,0906,Electrical and Electronic Engineering,,,1570-8705,1570-8713,,
9838,B,Ad Parnassum: a journal of eighteenth- and nineteenth-century instrumental music,1904,Performing Arts and Creative Writing,,,,,1722-3954,,,
44430,C,Ada User Journal,10,Technology,,,,,1381-6551,,,
7860,C,ADALYA,2101,Archaeology,,,,,1301-2746,,,
12610,A,Adamantius,2204,Religion and Religious Studies,,,,,1126-6244,,,
2767,C,Adansonia,0607,Plant Biology,,,,,1280-8571,0240-8937,,
34578,Not ranked,Adaptation,1902,"Film, Television and Digital Media",,,,,1755-0637,1755-0645,,
9736,C,Adapted Physical Activity Quarterly,1106,Human Movement and Sports Science,,,,,0736-5829,1543-2777,,
6059,A,"Adaptive Behavior: animals, animats, software agents, robots, adaptive systems",0801,Artificial Intelligence and Image Processing,1701,Psychology,1702,Cognitive Science,1059-7123,1741-2633,,
13373,A,Addiction,1117,Public Health and Health Services,,,,,0965-2140,1360-0443,,
